Timestamp,Open,High,Low,Close,Volume,SMA-6,SMA-10,RSI,MACD,Signal,Histogram
08:13AM_2020-10-23,149.77,149.77,149.77,149.77,117,,,,,,
08:16AM_2020-10-23,149.675,149.685,149.675,149.685,900,,,,,,
08:17AM_2020-10-23,149.69,149.69,149.68,149.68,218,,,,,,
08:21AM_2020-10-23,149.7,149.7,149.7,149.7,100,,,,,,
08:22AM_2020-10-23,149.44,149.44,149.44,149.44,101,,,,,,
08:25AM_2020-10-23,149.33,149.33,149.33,149.33,100,149.60083333333336,,,,,
08:32AM_2020-10-23,149.31,149.31,149.3,149.3,18207,149.52250000000004,,,,,
08:33AM_2020-10-23,149.455,149.455,149.455,149.455,100,149.4841666666667,,,,,
08:35AM_2020-10-23,149.35,149.36,149.28,149.28,457,149.41750000000002,,,,,
08:41AM_2020-10-23,149.255,149.255,149.255,149.255,103,149.34333333333336,149.4895,,,,
08:46AM_2020-10-23,149.13,149.13,149.06,149.06,359,149.28,149.4185,,,,
08:52AM_2020-10-23,149.0,149.0,149.0,149.0,104,149.225,149.35,,,,
08:53AM_2020-10-23,149.03,149.03,149.03,149.03,100,149.18000000000004,149.285,,,,
08:58AM_2020-10-23,149.29,149.29,149.29,149.29,120,149.1525,149.24399999999997,,,,
08:59AM_2020-10-23,149.385,149.385,149.385,149.385,185,149.17000000000004,149.2385,37.20930232558047,,,
09:00AM_2020-10-23,149.34,149.34,149.34,149.34,201,149.1841666666667,149.23949999999996,36.04852686308431,,,
09:16AM_2020-10-23,149.36,149.54,149.31,149.54,1123,149.2641666666667,149.26349999999996,44.35680315508569,,,
09:17AM_2020-10-23,149.54,149.645,149.54,149.645,391,149.3716666666667,149.28249999999997,48.16424919995018,,,
09:26AM_2020-10-23,149.47,149.47,149.47,149.47,100,149.44500000000005,149.30149999999998,42.89593945485417,,,
09:28AM_2020-10-23,149.52,149.52,149.52,149.52,105,149.48333333333338,149.32799999999997,44.75525921725762,,,
09:31AM_2020-10-23,149.495,149.495,149.495,149.495,120,149.50166666666675,149.37149999999997,43.984111450958935,,,
09:32AM_2020-10-23,149.53,149.53,149.53,149.53,104,149.5333333333334,149.42449999999997,45.402448392790944,,,
09:43AM_2020-10-23,149.625,149.625,149.625,149.625,100,149.54750000000004,149.48399999999998,49.16490959159442,,,
09:53AM_2020-10-23,149.78,149.78,149.78,149.78,100,149.57000000000005,149.53299999999996,54.65546852592821,,,
10:00AM_2020-10-23,149.725,149.725,149.725,149.725,102,149.61250000000004,149.56699999999995,52.48907403147479,,,
10:03AM_2020-10-23,149.95,149.95,149.95,149.95,149,149.6841666666667,149.628,59.552288429239795,0.1492233913561165,,
10:12AM_2020-10-23,149.95,149.95,149.945,149.945,205,149.7591666666667,149.66849999999997,59.341164660547896,0.1639735950089687,,
10:21AM_2020-10-23,149.725,149.725,149.725,149.725,510,149.7916666666667,149.67649999999998,50.80635107931866,0.15611151986510663,,
10:22AM_2020-10-23,149.725,149.725,149.725,149.725,116,149.80833333333337,149.70199999999994,50.806351079318645,0.14817272572261686,,
10:23AM_2020-10-23,149.75,149.75,149.75,149.75,116,149.80333333333337,149.72499999999997,51.72147242319244,0.14225859668533758,,
10:24AM_2020-10-23,149.745,149.745,149.745,149.745,316,149.80666666666667,149.74999999999994,51.51506818746995,0.1356049788164171,,
10:32AM_2020-10-23,149.745,149.745,149.745,149.745,300,149.7725,149.77149999999995,51.51506818746995,0.12884667445965192,,
10:37AM_2020-10-23,149.51,149.51,149.51,149.51,100,149.70000000000002,149.75999999999993,42.31120169868146,0.1033369297418858,,
10:46AM_2020-10-23,149.48,149.48,149.48,149.48,110,149.65916666666666,149.72999999999996,41.296844363842894,0.07977987129069675,0.13414536477186642,-0.054365493481169674
10:47AM_2020-10-23,149.5,149.51,149.5,149.51,3320,149.62333333333336,149.70849999999996,42.77428992465029,0.06280747653505614,0.11987778712450436,-0.057070310589448225
10:50AM_2020-10-23,149.775,149.775,149.775,149.775,318,149.62750000000003,149.69099999999997,53.82861526318896,0.06993386267768642,0.10988900223514078,-0.03995513955745436
10:51AM_2020-10-23,149.91,149.91,149.91,149.91,158,149.65500000000003,149.68749999999997,58.2528711932594,0.08548947731728163,0.10500909725156896,-0.01951961993428733
10:52AM_2020-10-23,149.98,149.98,149.96,149.96,299,149.69083333333336,149.71099999999998,59.789700279257545,0.10069128961535512,0.1041455357243262,-0.0034542461089710763
10:54AM_2020-10-23,149.88,149.88,149.88,149.88,203,149.75250000000003,149.7265,56.22337820011713,0.10507229595015133,0.10433088776949123,0.000741408180660097
10:55AM_2020-10-23,149.78,149.79,149.78,149.79,200,149.80416666666667,149.73049999999998,52.434191798124004,0.10012781605914256,0.1034902734274215,-0.0033624573682789344
10:56AM_2020-10-23,149.88,149.93,149.88,149.88,400,149.8658333333333,149.744,55.65288158674344,0.10229236524926932,0.10325069179179107,-0.0009583265425217452
11:00AM_2020-10-23,149.84,149.84,149.84,149.84,150,149.87666666666664,149.75349999999997,53.906934635769076,0.09963162897088296,0.10252687922760946,-0.002895250256726503
11:01AM_2020-10-23,149.86,149.86,149.86,149.86,100,149.8683333333333,149.7885,54.67263447112717,0.09800704494688262,0.1016229123714641,-0.00361586742458149
11:05AM_2020-10-23,150.06,150.06,150.06,150.06,100,149.885,149.8465,61.551099999989134,0.1115717492591557,0.10361267974900243,0.007959069510153266
11:06AM_2020-10-23,150.03,150.03,150.03,150.03,102,149.91,149.89849999999998,60.0783632575758,0.11853473127862912,0.10659709005492778,0.011937641223701348
