Timestamp,Open,High,Low,Close,Volume,SMA-6,SMA-9,SMA-10,SMA-20,RSI,MACD,Signal,Histogram
10:20AM_2020-10-26,7.57,7.61,7.57,7.6,701,,,,,,,,
10:25AM_2020-10-26,7.62,7.62,7.62,7.62,100,,,,,,,,
10:35AM_2020-10-26,7.59,7.59,7.59,7.59,150,,,,,,,,
10:40AM_2020-10-26,7.61,7.61,7.61,7.61,100,,,,,,,,
10:45AM_2020-10-26,7.63,7.63,7.6,7.6,786,,,,,,,,
10:50AM_2020-10-26,7.66,7.66,7.66,7.66,252,7.613333333333332,,,,,,,
10:55AM_2020-10-26,7.65,7.66,7.65,7.66,200,7.623333333333331,,,,,,,
11:00AM_2020-10-26,7.68,7.69,7.68,7.69,300,7.634999999999998,,,,,,,
11:05AM_2020-10-26,7.7,7.7,7.7,7.7,300,7.6533333333333315,7.636666666666666,,,,,,
11:15AM_2020-10-26,7.725,7.725,7.725,7.725,100,7.6724999999999985,7.650555555555554,7.645499999999998,,,,,
11:20AM_2020-10-26,7.725,7.76,7.725,7.76,800,7.699166666666664,7.66611111111111,7.661499999999999,,,,,
11:45AM_2020-10-26,7.75,7.75,7.75,7.75,200,7.714166666666664,7.683888888888887,7.674499999999999,,,,,
12:00PM_2020-10-26,7.73,7.73,7.73,7.73,120,7.725833333333331,7.697222222222221,7.6884999999999994,,,,,
12:05PM_2020-10-26,7.7,7.7,7.7,7.7,101,7.727499999999999,7.708333333333333,7.6975,,,,,
12:10PM_2020-10-26,7.65,7.65,7.65,7.65,110,7.719166666666665,7.7072222222222235,7.702500000000001,,57.14285714285722,,,
12:15PM_2020-10-26,7.66,7.66,7.66,7.66,101,7.708333333333332,7.7072222222222235,7.702500000000001,,58.422174840085326,,,
12:25PM_2020-10-26,7.665,7.67,7.665,7.67,500,7.6933333333333325,7.705000000000002,7.703500000000001,,59.717146035277295,,,
12:30PM_2020-10-26,7.67,7.67,7.67,7.67,100,7.68,7.701666666666668,7.701500000000001,,59.717146035277295,,,
12:35PM_2020-10-26,7.67,7.69,7.655,7.69,1310,7.673333333333332,7.697777777777779,7.700500000000001,,62.43123815603824,,,
12:40PM_2020-10-26,7.69,7.705,7.69,7.705,530,7.674166666666665,7.691666666666667,7.698500000000001,7.672,64.37017637654975,,,
12:45PM_2020-10-26,7.67,7.67,7.67,7.67,101,7.677499999999998,7.682777777777779,7.689500000000001,7.6754999999999995,56.980509119786475,,,
12:50PM_2020-10-26,7.7,7.7,7.7,7.7,101,7.684166666666665,7.679444444444446,7.684500000000002,7.679499999999999,61.102437703885656,,,
12:55PM_2020-10-26,7.7,7.72,7.69,7.71,2119,7.690833333333331,7.680555555555555,7.6825,7.685499999999999,62.39584256114735,,,
04:05AM_2020-10-27,8.14,8.14,8.14,8.14,400,7.769166666666664,7.734999999999999,7.7265,7.711999999999998,85.19406692746868,,,
04:20AM_2020-10-27,8.26,8.26,8.26,8.26,100,7.864166666666665,7.801666666666667,7.7875,7.744999999999997,87.4760124054946,,,
04:35AM_2020-10-27,8.1,8.1,8.1,8.1,100,7.929999999999999,7.849444444444444,7.8315,7.766999999999998,71.62498413422814,0.1425084670479384,,
05:40AM_2020-10-27,7.8,7.8,7.8,7.8,100,7.951666666666664,7.863888888888888,7.844499999999999,7.773999999999998,52.43819984844225,0.12604540680957488,,
06:00AM_2020-10-27,7.69,7.69,7.63,7.63,200,7.939999999999998,7.857222222222221,7.840499999999999,7.770999999999998,45.07034754857316,0.09814932933724396,,
06:30AM_2020-10-27,7.6,7.6,6.71,7.06,15479,7.831666666666664,7.785555555555555,7.777499999999999,7.738999999999999,29.90047708500468,0.029704831837984003,,
06:35AM_2020-10-27,7.07,7.16,7.01,7.12,13808,7.661666666666664,7.724444444444444,7.718999999999999,7.708749999999999,32.476827215876085,-0.019471966280671715,,
06:40AM_2020-10-27,7.005,7.01,6.74,6.83,7127,7.423333333333331,7.627777777777776,7.635,7.66225,27.261606455129865,-0.08091279709978139,,
06:45AM_2020-10-27,6.945,6.945,6.8,6.81,4584,7.208333333333331,7.527777777777778,7.545999999999999,7.6152500000000005,26.940300906498578,-0.1297235586007961,,
06:50AM_2020-10-27,6.805,6.805,6.07,6.21,30729,6.943333333333332,7.313333333333333,7.395999999999999,7.539250000000001,19.510946731744937,-0.2143505249209552,,
06:55AM_2020-10-27,6.24,6.425,6.21,6.41,29948,6.739999999999998,7.107777777777777,7.222999999999999,7.474750000000002,26.761201385978794,-0.2622565466826643,-0.034478595394680824,-0.22777795128798348
07:00AM_2020-10-27,6.405,6.51,6.3,6.51,40898,6.648333333333331,6.93111111111111,7.047999999999999,7.417750000000001,30.14919471583842,-0.28882386804374516,-0.0853476499244937,-0.20347621811925146
07:05AM_2020-10-27,6.485,6.5,6.43,6.5,10646,6.544999999999998,6.786666666666666,6.888,7.359750000000001,29.99974209357603,-0.30714500166802505,-0.12970712027319997,-0.17743788139482508
07:10AM_2020-10-27,6.53,6.53,6.44,6.465,14445,6.484166666666664,6.657222222222222,6.7545,7.299500000000002,29.44949419754093,-0.3207909610412587,-0.16792388842681172,-0.15286707261444699
07:15AM_2020-10-27,6.445,6.46,6.38,6.41,9571,6.417499999999997,6.585,6.6325,7.236500000000002,28.56290472673487,-0.3322139666921826,-0.20078190407988591,-0.1314320626122967
07:20AM_2020-10-27,6.41,6.72,6.41,6.72,7893,6.502499999999997,6.540555555555556,6.5985,7.188000000000002,39.60022699700141,-0.31264835611450437,-0.22315519448680962,-0.08949316162769475
