Timestamp,Open,High,Low,Close,Volume,SMA-6,SMA-10,RSI,MACD,Signal,Histogram
10:54AM_2020-10-23,112.24,112.24,112.24,112.24,177,,,,,,
10:55AM_2020-10-23,112.23,112.23,112.23,112.23,100,,,,,,
10:56AM_2020-10-23,112.27,112.27,112.24,112.24,378,,,,,,
10:57AM_2020-10-23,112.2,112.24,112.2,112.24,300,,,,,,
10:58AM_2020-10-23,112.25,112.26,112.25,112.26,400,,,,,,
10:59AM_2020-10-23,112.32,112.32,112.32,112.32,108,112.255,,,,,
11:00AM_2020-10-23,112.3,112.33,112.275,112.275,542,112.26083333333332,,,,,
11:03AM_2020-10-23,112.31,112.31,112.31,112.31,100,112.27416666666666,,,,,
11:05AM_2020-10-23,112.37,112.395,112.37,112.395,305,112.3,,,,,
11:06AM_2020-10-23,112.38,112.39,112.38,112.39,300,112.32499999999999,112.29,,,,
11:07AM_2020-10-23,112.345,112.35,112.34,112.34,331,112.33833333333332,112.3,,,,
11:09AM_2020-10-23,112.36,112.36,112.36,112.36,100,112.34499999999998,112.31299999999999,,,,
11:10AM_2020-10-23,112.34,112.34,112.34,112.34,100,112.35583333333334,112.32299999999998,,,,
11:11AM_2020-10-23,112.335,112.335,112.335,112.335,108,112.36000000000001,112.33249999999998,,,,
11:12AM_2020-10-23,112.35,112.35,112.34,112.34,200,112.35083333333336,112.34049999999998,63.51351351351606,,,
11:13AM_2020-10-23,112.355,112.355,112.33,112.33,200,112.34083333333336,112.34149999999997,61.717171717173116,,,
11:14AM_2020-10-23,112.35,112.415,112.35,112.415,302,112.35333333333335,112.35549999999996,69.59017405258834,,,
11:16AM_2020-10-23,112.425,112.43,112.425,112.43,200,112.36500000000002,112.36749999999998,70.7339919034282,,,
11:19AM_2020-10-23,112.49,112.49,112.47,112.47,220,112.3866666666667,112.37499999999997,73.5870656834853,,,
11:20AM_2020-10-23,112.475,112.475,112.44,112.44,220,112.4041666666667,112.37999999999997,68.21575640008146,,,
11:21AM_2020-10-23,112.44,112.44,112.44,112.44,100,112.42083333333336,112.38999999999999,68.21575640008145,,,
11:23AM_2020-10-23,112.44,112.44,112.44,112.44,200,112.43916666666668,112.398,68.21575640008145,,,
11:24AM_2020-10-23,112.44,112.44,112.44,112.44,200,112.44333333333334,112.40800000000002,68.21575640008145,,,
11:25AM_2020-10-23,112.43,112.43,112.43,112.43,342,112.44333333333334,112.41750000000002,66.0540553223984,,,
11:27AM_2020-10-23,112.43,112.43,112.43,112.43,129,112.43666666666668,112.42650000000003,66.0540553223984,,,
11:30AM_2020-10-23,112.485,112.485,112.485,112.485,148,112.4441666666667,112.44200000000004,71.7619691129658,0.06143585960197129,,
11:31AM_2020-10-23,112.5,112.5,112.5,112.5,106,112.4541666666667,112.45050000000003,73.09089864744735,0.06313693927749853,,
11:32AM_2020-10-23,112.52,112.52,112.52,112.52,315,112.46750000000002,112.45950000000002,74.79419984982916,0.06534562632495522,,
11:35AM_2020-10-23,112.41,112.435,112.41,112.42,1312,112.46416666666669,112.45450000000002,55.78171736033282,0.05835419166044176,,
11:36AM_2020-10-23,112.365,112.365,112.365,112.365,114,112.45333333333333,112.44700000000003,48.48210573918582,0.04782410248840563,,
11:37AM_2020-10-23,112.39,112.39,112.39,112.39,100,112.44666666666667,112.44200000000004,51.583542201775536,0.04102333060161811,,
11:39AM_2020-10-23,112.34,112.34,112.33,112.33,313,112.42083333333335,112.43100000000001,44.63800991561929,0.03044126338998865,,
11:41AM_2020-10-23,112.405,112.425,112.405,112.425,814,112.40833333333335,112.4295,54.975213575366624,0.029381908584426242,,
11:42AM_2020-10-23,112.43,112.43,112.35,112.37,1023,112.38333333333334,112.42349999999999,49.2425591527171,0.02382962879563877,0.04675253896943824,-0.022922910173799473
11:43AM_2020-10-23,112.37,112.37,112.37,112.37,162,112.37500000000001,112.41749999999999,49.2425591527171,0.01920798931672607,0.041243629038895814,-0.022035639722169743
11:44AM_2020-10-23,112.36,112.36,112.36,112.36,107,112.37416666666668,112.405,48.18308559367434,0.01457043144216641,0.03590898951954993,-0.021338558077383524
11:45AM_2020-10-23,112.37,112.38,112.35,112.38,306,112.37250000000002,112.39299999999999,50.47797914255027,0.012366413945656518,0.03120047440477125,-0.018834060459114732
11:46AM_2020-10-23,112.38,112.38,112.38,112.38,125,112.38083333333334,112.37899999999999,50.47797914255027,0.010498691816550831,0.02706011788712717,-0.016561426070576337
11:47AM_2020-10-23,112.41,112.43,112.38,112.43,610,112.3816666666667,112.38,56.11346846519329,0.012904337535147192,0.024228961816731176,-0.011324624281583984
11:48AM_2020-10-23,112.41,112.42,112.41,112.42,310,112.39000000000003,112.38550000000001,54.77101650693237,0.013844323923962065,0.022152034238177357,-0.008307710314215292
11:49AM_2020-10-23,112.425,112.44,112.41,112.44,946,112.4016666666667,112.3905,56.98738595502718,0.016018452018627727,0.020925317794267432,-0.004906865775639705
11:50AM_2020-10-23,112.38,112.42,112.37,112.37,610,112.40333333333336,112.39450000000002,48.10260626951075,0.011955236685182058,0.019131301572450358,-0.0071760648872683
11:52AM_2020-10-23,112.32,112.32,112.32,112.32,175,112.39333333333337,112.38400000000001,42.951474577498246,0.004646959866278166,0.01623443323121592,-0.011587473364937755
11:53AM_2020-10-23,112.305,112.34,112.28,112.305,605,112.38083333333337,112.37750000000001,41.515169170511626,-0.0023284360444648655,0.012521859376079764,-0.01485029542054463
11:55AM_2020-10-23,112.31,112.345,112.31,112.345,307,112.36666666666672,112.375,46.63955235061999,-0.004576071746100752,0.009102273151643662,-0.013678344897744414
