Timestamp,Open,High,Low,Close,Volume,SMA-6,SMA-10,RSI,MACD,Signal,Histogram
10:36AM_2020-10-23,95.93,95.93,95.93,95.93,301,,,,,,
10:38AM_2020-10-23,95.95,96.02,95.95,96.02,301,,,,,,
10:39AM_2020-10-23,96.01,96.01,96.0,96.0,435,,,,,,
10:40AM_2020-10-23,95.97,95.99,95.97,95.98,415,,,,,,
10:41AM_2020-10-23,96.0,96.0,95.98,95.995,602,,,,,,
10:42AM_2020-10-23,95.995,95.995,95.995,95.995,100,95.98666666666668,,,,,
10:43AM_2020-10-23,95.98,95.98,95.92,95.92,302,95.98500000000001,,,,,
10:46AM_2020-10-23,95.9,95.91,95.9,95.91,391,95.96666666666668,,,,,
10:50AM_2020-10-23,95.9,95.9,95.9,95.9,302,95.95,,,,,
10:58AM_2020-10-23,95.775,95.775,95.775,95.775,301,95.91583333333334,95.9425,,,,
11:00AM_2020-10-23,95.82,95.82,95.8,95.8,609,95.88333333333333,95.92949999999999,,,,
11:01AM_2020-10-23,95.81,95.81,95.73,95.73,734,95.83916666666666,95.9005,,,,
11:02AM_2020-10-23,95.75,95.75,95.72,95.72,387,95.80583333333334,95.87249999999999,,,,
11:06AM_2020-10-23,95.83,95.83,95.83,95.83,300,95.79250000000002,95.85749999999999,,,,
11:12AM_2020-10-23,95.8,95.81,95.8,95.81,208,95.77750000000002,95.83899999999997,39.99999999999905,,,
11:14AM_2020-10-23,95.95,95.95,95.95,95.95,200,95.80666666666669,95.83449999999996,52.04918032786868,,,
11:16AM_2020-10-23,95.92,95.92,95.9,95.9,259,95.82333333333337,95.83249999999997,48.317237342698164,,,
11:17AM_2020-10-23,95.89,95.9,95.89,95.9,200,95.85166666666669,95.83149999999998,48.317237342698164,,,
11:23AM_2020-10-23,95.77,95.77,95.77,95.77,102,95.86000000000001,95.81849999999999,39.727903748263756,,,
11:24AM_2020-10-23,95.765,95.765,95.765,95.765,112,95.84916666666668,95.81749999999998,39.437516016661775,,,
11:25AM_2020-10-23,95.75,95.75,95.75,95.75,200,95.83916666666669,95.81249999999997,38.52768350867784,,,
11:26AM_2020-10-23,95.72,95.72,95.72,95.72,260,95.80083333333334,95.81149999999998,36.70387797773821,,,
11:27AM_2020-10-23,95.7,95.7,95.7,95.7,205,95.76750000000003,95.80949999999999,35.49746394059429,,,
11:30AM_2020-10-23,95.635,95.635,95.635,95.635,170,95.72333333333336,95.78999999999998,31.83512123051588,,,
11:31AM_2020-10-23,95.65,95.65,95.65,95.65,104,95.70333333333336,95.77399999999997,33.539200534496075,,,
11:32AM_2020-10-23,95.65,95.65,95.65,95.65,100,95.68416666666668,95.74399999999999,33.539200534496075,-0.09580213110820068,,
11:37AM_2020-10-23,95.55,95.55,95.55,95.55,246,95.65083333333335,95.70899999999997,28.106518400839946,-0.10378304365741542,,
